-1.220887780189514160e+00 4.260838031768798828e-01
-8.980319976806640625e+00 -6.420976161956787109e+00
-8.965326309204101562e+00 -7.027229309082031250e+00
-1.053401088714599609e+01 4.500172042846679688e+01
-2.976062774658203125e+01 2.514062118530273438e+01
-1.937748527526855469e+01 1.659256935119628906e+01
-4.695211410522460938e+01 4.056800842285156250e+01
-1.993312263488769531e+01 5.073989486694335938e+01
-1.347109031677246094e+01 8.189889526367187500e+01
-6.037235736846923828e+00 4.803636074066162109e+00
-3.511801910400390625e+01 4.521643447875976562e+01
-3.362337493896484375e+01 4.519010925292968750e+01
-3.292620468139648438e+01 4.296702575683593750e+01
-5.652319717407226562e+01 3.513533020019531250e+01
-7.019999694824218750e+01 4.279862213134765625e+01
-1.305744647979736328e+00 6.812814235687255859e+00
-8.511361122131347656e+00 1.077447605133056641e+01
-8.423757553100585938e+00 1.014606857299804688e+01
-6.806265258789062500e+01 3.189761400222778320e+00
-6.293316650390625000e+01 -8.744128346443176270e-01
-6.148122406005859375e+01 -5.013556003570556641e+00
-3.700322723388671875e+01 -1.114796280860900879e+00
-7.945886993408203125e+01 -1.693359565734863281e+01
3.543606698513031006e-01 2.548294067382812500e+00
4.081781768798828125e+01 1.399506282806396484e+01
4.537375640869140625e+01 1.599358272552490234e+01
4.695704269409179688e+01 1.809907531738281250e+01
4.541718292236328125e+01 3.331611633300781250e+01
4.371783447265625000e+01 3.521415710449218750e+01
5.409188079833984375e+01 5.072014999389648438e+01
4.912462615966796875e+01 5.370814895629882812e+01
-1.232717752456665039e+00 1.312394261360168457e+00
-2.176844215393066406e+01 3.424556732177734375e+01
-1.259088993072509766e+01 1.392968845367431641e+01
-7.729270172119140625e+01 2.293421745300292969e+01
-4.371814346313476562e+01 -2.809142589569091797e+00
-6.271284866333007812e+01 1.626596450805664062e+01
-6.047314453125000000e+01 9.762653350830078125e+00
-7.182402038574218750e+01 2.213577461242675781e+01
5.038742446899414062e+01 2.290376091003417969e+01
5.076348876953125000e+01 1.953798675537109375e+01
5.771782684326171875e+01 1.546708774566650391e+01
6.153842544555664062e+01 1.447779750823974609e+01
6.893328094482421875e+01 1.921566772460937500e+01
6.681639862060546875e+01 2.060739326477050781e+01
7.906098365783691406e-01 1.731556355953216553e-01
1.565832018852233887e+00 7.707382440567016602e-01
6.174370574951171875e+01 1.519657015800476074e+00
7.002341461181640625e+01 -8.453422546386718750e+00
3.661055755615234375e+01 4.151617050170898438e+01
7.441271209716796875e+01 2.103783607482910156e+01
7.472249603271484375e+01 1.047708988189697266e+01
6.160709381103515625e+01 -5.009531021118164062e+00
-9.736268520355224609e-01 1.816765308380126953e+00
-7.028951168060302734e+00 3.201405334472656250e+01
-1.114096736907958984e+01 1.252386379241943359e+01
-2.107893943786621094e+01 -5.504317855834960938e+01
-2.878672790527343750e+01 -5.545085525512695312e+01
-6.309649658203125000e+01 -5.231184768676757812e+01
-2.387038803100585938e+01 -6.167316055297851562e+01
4.133443832397460938e+00 -8.673292541503906250e+01
-2.653321325778961182e-01 6.218502998352050781e+00
8.498061180114746094e+00 7.665853023529052734e+00
7.343350219726562500e+01 6.611945629119873047e+00
7.067614746093750000e+01 4.672895431518554688e+00
4.231747817993164062e+01 1.604547119140625000e+01
3.404577255249023438e+01 2.386931991577148438e+01
1.757870483398437500e+01 4.024578094482421875e+01
1.730996131896972656e+01 3.659784698486328125e+01
-1.735284805297851562e+01 -1.319977855682373047e+01
-1.738481903076171875e+01 -1.217528152465820312e+01
-3.156838226318359375e+01 -1.637400817871093750e+01
-3.645233917236328125e+01 1.452046871185302734e+01
-3.181468582153320312e+01 -8.452468872070312500e+00
-4.529297637939453125e+01 -3.788983917236328125e+01
-2.594096183776855469e+00 -1.794178605079650879e+00
1.506229591369628906e+01 -1.695956993103027344e+01
3.805272674560546875e+01 1.954886674880981445e+00
4.711247634887695312e+01 1.819589424133300781e+01
4.538745498657226562e+01 3.337574386596679688e+01
4.362228393554687500e+01 3.549441909790039062e+01
5.416708755493164062e+01 5.093193817138671875e+01
4.906081390380859375e+01 5.391178512573242188e+01
9.527493715286254883e-01 1.425378471612930298e-01
-8.000492095947265625e+00 3.583626937866210938e+01
-2.860960197448730469e+01 6.189662170410156250e+01
-8.004859924316406250e+00 6.113607025146484375e+01
-8.261241912841796875e+00 6.461245727539062500e+01
-1.587125301361083984e+01 7.081235504150390625e+01
2.927058935165405273e+00 7.042322540283203125e+01
2.841511726379394531e+01 -9.921892285346984863e-01
2.680782890319824219e+01 -2.403264522552490234e+00
-6.880366516113281250e+01 3.800357580184936523e+00
-6.312492752075195312e+01 -5.471934080123901367e-01
-7.525820922851562500e+01 3.274073791503906250e+01
-7.862925720214843750e+01 3.232876586914062500e+01
-7.023431396484375000e+01 2.022155952453613281e+01
2.539997696876525879e-01 7.008832931518554688e+00
-4.380730628967285156e+00 -3.028811454772949219e+00
-1.761396408081054688e+01 2.758674383163452148e+00
-2.074360275268554688e+01 2.604747533798217773e+00
1.800973510742187500e+01 7.724663543701171875e+01
2.542078018188476562e+01 7.792254638671875000e+01
2.476869392395019531e+01 7.320099639892578125e+01
2.798939895629882812e+01 -4.556733131408691406e+00
2.713250923156738281e+01 -2.679859876632690430e+00
2.631247138977050781e+01 -2.109811782836914062e+00
6.513335418701171875e+01 1.602023506164550781e+01
7.668606567382812500e+01 -1.172533035278320312e+01
8.438691711425781250e+01 1.327886390686035156e+01
8.196055603027343750e+01 1.360792636871337891e+01
6.088880157470703125e+01 2.367722511291503906e+00
5.323793888092041016e+00 2.839124870300292969e+01
7.866695880889892578e+00 2.895841979980468750e+01
1.039423561096191406e+01 3.227748107910156250e+01
1.137068080902099609e+01 2.584278106689453125e+01
3.446809649467468262e-01 7.395530700683593750e+01
5.806613564491271973e-01 1.380035305023193359e+01
-3.023991394042968750e+01 2.065005111694335938e+01
-2.023018455505371094e+01 1.834335517883300781e+01
-4.963022613525390625e+01 6.895717620849609375e+01
-4.759626007080078125e+01 7.367015838623046875e+01
-5.889619064331054688e+01 7.402365112304687500e+01
-3.611208343505859375e+01 -3.407171487808227539e+00
-5.503974151611328125e+01 -3.722279739379882812e+01
-5.045957565307617188e+01 -4.352586364746093750e+01
-5.171921920776367188e+01 -4.352516937255859375e+01
-4.746889495849609375e+01 -3.551755905151367188e+01
-6.988721466064453125e+01 -3.020609283447265625e+01
2.524152946472167969e+01 -2.174901771545410156e+01
2.630064010620117188e+01 -2.219733810424804688e+01
-4.293793869018554688e+01 -4.704714965820312500e+01
-3.984025573730468750e+01 -5.274177551269531250e+01
-5.941329002380371094e+00 -6.664945983886718750e+01
-1.233261775970458984e+01 -8.297118377685546875e+01
-1.319552135467529297e+01 -8.663498687744140625e+01
-1.180759048461914062e+01 -7.746476173400878906e+00
-1.331023120880126953e+01 -8.491148948669433594e+00
-3.016747713088989258e+00 2.606227302551269531e+01
-2.293909835815429688e+01 -5.119171524047851562e+01
-2.586323738098144531e+01 -3.746342849731445312e+01
-9.332214355468750000e+01 -2.158549880981445312e+01
2.792068481445312500e+01 -2.675250434875488281e+01
2.866987037658691406e+01 -2.682728385925292969e+01
2.613365554809570312e+01 -2.407372665405273438e+01
-9.102788925170898438e+00 -6.144327163696289062e+01
-2.477061080932617188e+01 -5.877015304565429688e+01
-2.559814834594726562e+01 -6.619982147216796875e+01
3.839106369018554688e+01 3.754418182373046875e+01
7.577691650390625000e+01 4.790301799774169922e+00
7.619654846191406250e+01 2.402537345886230469e+00
5.366420364379882812e+01 -4.919530391693115234e+00
3.472354125976562500e+01 -5.840136337280273438e+01
1.371279525756835938e+01 -5.968190765380859375e+01
2.813964271545410156e+01 -5.444984054565429688e+01
-1.402145504951477051e+00 4.474985122680664062e+00
-1.847830653190612793e+00 4.388464450836181641e+00
-2.087849235534667969e+01 3.717757415771484375e+01
-2.005541229248046875e+01 3.814772033691406250e+01
-1.488773059844970703e+01 5.584747695922851562e+01
-4.569205093383789062e+01 1.893076705932617188e+01
-6.737715148925781250e+01 -1.234198760986328125e+01
-3.689783477783203125e+01 1.250741291046142578e+01
-2.421560287475585938e+01 3.322945404052734375e+01
-2.646292304992675781e+01 3.398111724853515625e+01
-1.521514701843261719e+01 -4.993388652801513672e+00
-1.132579231262207031e+01 4.028046417236328125e+01
-2.219554328918457031e+01 4.588397598266601562e+01
-4.871529006958007812e+01 1.827243614196777344e+01
-7.775934219360351562e+00 3.605475997924804688e+01
-2.847418975830078125e+01 6.195881652832031250e+01
-4.028554916381835938e+01 5.252239990234375000e+01
-7.636810302734375000e+01 2.656162261962890625e+01
-7.945335388183593750e+01 3.242139434814453125e+01
-6.964756011962890625e+01 2.015899848937988281e+01
-1.894437980651855469e+01 2.463772773742675781e+01
-2.818091201782226562e+01 2.434916305541992188e+01
-2.231314086914062500e+01 -9.617004394531250000e+00
-2.071393775939941406e+01 -9.578494071960449219e+00
-6.458938598632812500e+01 -3.028984260559082031e+01
-1.089735412597656250e+01 -3.041229438781738281e+01
-1.255473136901855469e+01 1.390056610107421875e+01
-7.728899383544921875e+01 2.293515396118164062e+01
-4.371384811401367188e+01 -2.819525480270385742e+00
-6.272747421264648438e+01 1.625487518310546875e+01
-6.045222854614257812e+01 9.766913414001464844e+00
-4.931447219848632812e+01 1.545734119415283203e+01
-2.559082031250000000e+00 2.094438171386718750e+01
6.399983596801757812e+01 -9.208647727966308594e+00
