0.0840894,0.0851221,-0.169212
-0.0486143,0.0795405,-0.0309263
1.20685,-0.748634,-0.458218
0.0532663,0.0199346,-0.0732009
-0.0756727,0.0991325,-0.0234598
0.773756,-0.67398,-0.0997766
0.928672,-0.817597,-0.111075
-2.64602,3.07128,-0.425261
1.06503,-0.946057,-0.118971
1.09848,-1.09855,6.69287e-05
0.958953,0.00432468,-0.963277
0.919094,0.185227,-1.10432
-2.62148,-0.843172,3.46466
1.03138,0.00449592,-1.03588
0.931973,0.18422,-1.11619
0.143202,-0.120085,-0.023117
0.0744194,0.0297294,-0.104149
0.233635,-0.0469609,-0.186675
0.464112,-0.162002,-0.30211
0.211136,-0.0959489,-0.115187
0.0906856,-0.0632516,-0.027434
0.00169191,-0.0058264,0.0041345
0.00103852,-0.000559653,-0.000478869
0,0,0
0,0,0
0.0231538,0.0331453,-0.0562991
0.124597,-0.00689191,-0.117706
0.245014,-0.0526062,-0.192407
0.552525,-0.283458,-0.269067
0.234617,-0.134938,-0.0996794
0.0395323,-0.0187761,-0.0207563
0.00193482,-0.00329821,0.0013634
-0.00145324,0.00191823,-0.000464986
0,0,0
0,0,0
0.134831,-0.0391742,-0.0956572
0.0454433,-0.0352542,-0.0101891
0.0561551,0.0772659,-0.133421
0.0764827,-0.106704,0.0302216
0.144356,-0.0568589,-0.0874971
0.132065,-0.0113826,-0.120682
0.261751,-0.0878098,-0.173942
0.276052,-0.158409,-0.117643
0.0927839,-0.0465771,-0.0462068
0,0,0
0.190527,-0.152455,-0.0380719
0.117086,-0.0240772,-0.0930087
0.303106,-0.111241,-0.191865
0.390287,-0.104002,-0.286285
0.185074,-0.0626425,-0.122431
0.0304979,-0.0098406,-0.0206573
0.00147905,0.000564616,-0.00204366
0.00184582,-0.00119877,-0.000647044
1.80866e-05,-1.21895e-05,-5.89714e-06
0,0,0
0.0291236,0.042158,-0.0712816
0.123401,-0.0300199,-0.0933816
0.251338,-0.0393602,-0.211978
0.532298,-0.289877,-0.242421
0.243804,-0.132867,-0.110937
0.0345679,-0.014021,-0.0205469
0.00463592,-0.000481133,-0.00415479
0.00075186,-0.000436327,-0.000315533
0,0,0
0,0,0
